"Sexo","Ano Base"
"Feminino","2000"
"Feminino","2000"
"Masculino","2000"
"Masculino","2000"
"Masculino","2000"
"Masculino","2000"
"Masculino","2000"
"Masculino","2000"
"Masculino","2000"
"Masculino","2000"
"Masculino","2000"
"Masculino","2000"
"Feminino","2000"
"Masculino","2000"
"Masculino","2000"
"Masculino","2000"
"Feminino","2000"
"Feminino","2000"
"Feminino","2000"
"Masculino","2000"
"Masculino","2000"
"Feminino","2000"
"Feminino","2000"
"Feminino","2000"
"Masculino","2000"
"Feminino","2000"
"Feminino","2000"
"Feminino","2000"
"Masculino","2001"
"Masculino","2001"
"Masculino","2001"
"Masculino","2001"
"Masculino","2001"
"Feminino","2001"
"Feminino","2001"
"Feminino","2001"
"Masculino","2001"
"Feminino","2001"
"Masculino","2001"
"Masculino","2001"
"Masculino","2001"
"Masculino","2001"
"Feminino","2001"
"Feminino","2001"
"Masculino","2001"
"Masculino","2001"
"Masculino","2001"
"Feminino","2001"
"Masculino","2001"
"Feminino","2001"
"Feminino","2001"
"Masculino","2001"
"Feminino","2001"
"Feminino","2001"
"Masculino","2001"
"Masculino","2001"
"Feminino","2001"
"Feminino","2001"
"Feminino","2001"
"Masculino","2001"
"Masculino","2001"
"Masculino","2001"
"Feminino","2001"
"Feminino","2001"
"Masculino","2001"
"Feminino","2001"
"Feminino","2001"
"Feminino","2001"
"Masculino","2001"
"Masculino","2001"
"Feminino","2001"
"Feminino","2001"
"Feminino","2001"
"Masculino","2001"
"Masculino","2001"
"Masculino","2001"
"Masculino","2001"
"Feminino","2001"
"Feminino","2001"
"Masculino","2001"
"Masculino","2001"
"Masculino","2001"
"Feminino","2001"
"Feminino","2001"
"Feminino","2001"
"Masculino","2001"
"Masculino","2001"
"Masculino","2001"
"Masculino","2001"
"Feminino","2001"
"Masculino","2001"
"Masculino","2001"
"Feminino","2001"
"Masculino","2001"
"Masculino","2001"
"Masculino","2001"
"Feminino","2001"
"Masculino","2001"
"Masculino","2001"
"Masculino","2001"
"Feminino","2001"
"Feminino","2001"
"Masculino","2001"
"Feminino","2001"
"Feminino","2001"
"Masculino","2001"
"Feminino","2001"
"Feminino","2001"
"Masculino","2001"
"Masculino","2001"
"Masculino","2001"
"Masculino","2001"
"Masculino","2001"
"Masculino","2001"
"Feminino","2001"
"Masculino","2001"
"Masculino","2001"
"Masculino","2001"
"Feminino","2001"
"Masculino","2001"
"Feminino","2001"
"Masculino","2001"
"Feminino","2001"
"Masculino","2001"
"Feminino","2001"
"Masculino","2001"
"Masculino","2001"
"Feminino","2001"
"Masculino","2001"
"Feminino","2001"
"Feminino","2001"
"Masculino","2001"
"Feminino","2001"
"Feminino","2001"
"Masculino","2001"
"Masculino","2001"
"Feminino","2001"
"Masculino","2001"
"Masculino","2001"
"Masculino","2001"
"Masculino","2001"
"Masculino","2001"
"Masculino","2001"
"Feminino","2001"
"Masculino","2001"
"Feminino","2001"
"Feminino","2001"
"Feminino","2001"
"Masculino","2001"
"Masculino","2001"
"Feminino","2001"
"Masculino","2001"
"Masculino","2001"
"Masculino","2001"
"Masculino","2001"
"Masculino","2001"
"Feminino","2001"
"Masculino","2001"
"Feminino","2001"
"Masculino","2001"
"Feminino","2001"
"Masculino","2001"
"Masculino","2001"
"Feminino","2001"
"Masculino","2001"
"Masculino","2001"
"Masculino","2001"
"Masculino","2001"
"Masculino","2001"
"Feminino","2001"
"Feminino","2001"
"Masculino","2001"
"Masculino","2001"
"Feminino","2001"
"Masculino","2001"
"Masculino","2001"
"Feminino","2001"
"Masculino","2001"
"Masculino","2001"
"Feminino","2001"
"Masculino","2001"
"Feminino","2001"
"Feminino","2001"
"Feminino","2001"
"Masculino","2001"
"Masculino","2001"
"Masculino","2001"
"Masculino","2001"
"Feminino","2001"
"Masculino","2001"
"Feminino","2001"
"Masculino","2001"
"Masculino","2001"
"Feminino","2001"
"Feminino","2001"
"Feminino","2001"
"Masculino","2001"
"Masculino","2001"
"Masculino","2001"
"Feminino","2001"
"Masculino","2001"
"Masculino","2001"
"Masculino","2001"
"Feminino","2001"
"Feminino","2001"
"Masculino","2001"
"Masculino","2001"
"Feminino","2001"
"Masculino","2001"
"Masculino","2001"
"Feminino","2001"
"Masculino","2001"
"Masculino","2001"
"Feminino","2001"
"Masculino","2001"
"Feminino","2001"
"Masculino","2001"
"Masculino","2001"
"Feminino","2001"
"Feminino","2001"
"Feminino","2001"
"Feminino","2001"
"Feminino","2001"
"Masculino","2001"
"Feminino","2001"
"Masculino","2001"
"Feminino","2001"
"Feminino","2001"
"Feminino","2001"
"Masculino","2001"
"Masculino","2001"
"Feminino","2001"
"Feminino","2001"
"Feminino","2001"
"Masculino","2001"
"Feminino","2001"
"Masculino","2001"
"Feminino","2001"
"Masculino","2002"
"Feminino","2002"
"Masculino","2002"
"Masculino","2002"
"Feminino","2002"
"Masculino","2002"
"Masculino","2002"
"Masculino","2002"
"Masculino","2002"
"Masculino","2002"
"Feminino","2002"
"Masculino","2002"
"Masculino","2002"
"Feminino","2002"
"Masculino","2002"
"Feminino","2002"
"Feminino","2002"
"Masculino","2002"
"Masculino","2002"
"Feminino","2002"
"Masculino","2002"
"Masculino","2002"
"Feminino","2002"
"Feminino","2002"
"Masculino","2002"
"Masculino","2002"
"Masculino","2002"
"Feminino","2002"
"Feminino","2002"
"Masculino","2002"
"Feminino","2002"
"Masculino","2002"
"Masculino","2002"
"Feminino","2002"
"Masculino","2002"
"Masculino","2002"
"Feminino","2002"
"Masculino","2002"
"Masculino","2002"
"Masculino","2002"
"Masculino","2002"
"Masculino","2002"
"Feminino","2002"
"Masculino","2002"
"Feminino","2002"
"Masculino","2002"
"Feminino","2002"
"Masculino","2002"
"Masculino","2002"
"Masculino","2002"
"Masculino","2002"
"Feminino","2002"
"Feminino","2002"
"Feminino","2002"
"Feminino","2002"
"Feminino","2002"
"Masculino","2002"
"Masculino","2002"
"Feminino","2002"
"Feminino","2002"
"Feminino","2002"
"Masculino","2002"
"Feminino","2002"
"Feminino","2002"
"Masculino","2002"
"Masculino","2002"
"Masculino","2002"
"Feminino","2002"
"Masculino","2002"
"Feminino","2002"
"Feminino","2002"
"Masculino","2002"
"Masculino","2002"
"Masculino","2002"
"Masculino","2002"
"Masculino","2002"
"Masculino","2002"
"Feminino","2002"
"Masculino","2002"
"Feminino","2002"
"Masculino","2002"
"Masculino","2002"
"Feminino","2002"
"Masculino","2002"
"Masculino","2002"
"Masculino","2002"
"Masculino","2002"
"Masculino","2002"
"Masculino","2002"
"Masculino","2002"
"Masculino","2002"
"Feminino","2002"
"Masculino","2002"
"Feminino","2002"
"Masculino","2002"
"Masculino","2002"
"Masculino","2002"
"Masculino","2002"
"Masculino","2002"
"Feminino","2002"
"Feminino","2002"
"Masculino","2002"
"Masculino","2002"
"Feminino","2002"
"Feminino","2002"
"Feminino","2002"
"Masculino","2002"
"Masculino","2002"
"Masculino","2002"
"Masculino","2002"
"Feminino","2002"
"Masculino","2002"
"Masculino","2002"
"Feminino","2002"
"Feminino","2002"
"Masculino","2002"
"Feminino","2002"
"Masculino","2002"
"Masculino","2002"
"Masculino","2002"
"Masculino","2002"
"Masculino","2002"
"Feminino","2002"
"Feminino","2002"
"Masculino","2002"
"Masculino","2002"
"Masculino","2002"
"Masculino","2002"
"Feminino","2002"
"Masculino","2002"
"Feminino","2002"
"Masculino","2002"
"Masculino","2002"
"Masculino","2002"
"Masculino","2002"
"Masculino","2002"
"Feminino","2002"
"Masculino","2002"
"Feminino","2002"
"Feminino","2002"
"Masculino","2002"
"Feminino","2002"
"Feminino","2002"
"Masculino","2002"
"Masculino","2002"
"Masculino","2002"
"Feminino","2002"
"Masculino","2002"
"Feminino","2002"
"Masculino","2002"
"Masculino","2002"
"Masculino","2002"
"Masculino","2002"
"Feminino","2002"
"Feminino","2002"
"Feminino","2002"
"Feminino","2002"
"Feminino","2002"
"Feminino","2002"
"Feminino","2002"
"Feminino","2002"
"Masculino","2002"
"Masculino","2002"
"Feminino","2002"
"Feminino","2002"
"Masculino","2002"
"Feminino","2002"
"Feminino","2002"
"Masculino","2002"
"Feminino","2002"
"Feminino","2002"
"Feminino","2002"
"Masculino","2002"
"Feminino","2002"
"Masculino","2002"
"Masculino","2002"
"Masculino","2002"
"Masculino","2002"
"Masculino","2002"
"Masculino","2002"
"Masculino","2002"
"Masculino","2002"
"Feminino","2002"
"Masculino","2002"
"Masculino","2002"
"Feminino","2002"
"Feminino","2002"
"Masculino","2002"
"Feminino","2002"
"Feminino","2002"
"Masculino","2002"
"Masculino","2002"
"Feminino","2002"
"Masculino","2002"
"Masculino","2002"
"Masculino","2002"
"Feminino","2002"
"Masculino","2002"
"Feminino","2002"
"Masculino","2002"
"Feminino","2002"
"Feminino","2002"
"Masculino","2002"
"Feminino","2002"
"Feminino","2002"
"Feminino","2002"
"Feminino","2002"
"Feminino","2002"
"Feminino","2002"
"Masculino","2002"
"Masculino","2002"
"Feminino","2002"
"Feminino","2002"
"Masculino","2002"
"Feminino","2002"
"Feminino","2002"
"Masculino","2002"
"Feminino","2002"
"Feminino","2002"
"Masculino","2002"
"Feminino","2002"
"Masculino","2003"
"Feminino","2003"
"Feminino","2003"
"Feminino","2003"
"Feminino","2003"
"Masculino","2003"
"Masculino","2003"
"Feminino","2003"
"Feminino","2003"
"Feminino","2003"
"Feminino","2003"
"Feminino","2003"
"Feminino","2003"
"Feminino","2003"
"Feminino","2003"
"Feminino","2003"
"Masculino","2003"
"Feminino","2003"
"Masculino","2003"
"Masculino","2003"
"Feminino","2003"
"Feminino","2003"
"Masculino","2003"
"Feminino","2003"
"Masculino","2003"
"Feminino","2003"
"Masculino","2003"
"Masculino","2003"
"Masculino","2003"
"Masculino","2003"
"Feminino","2003"
"Masculino","2003"
"Feminino","2003"
"Feminino","2003"
"Feminino","2003"
"Masculino","2003"
"Feminino","2003"
"Masculino","2003"
"Feminino","2003"
"Feminino","2003"
"Feminino","2003"
"Masculino","2003"
"Masculino","2003"
"Masculino","2003"
"Masculino","2003"
"Feminino","2003"
"Masculino","2003"
"Feminino","2003"
"Feminino","2003"
"Feminino","2003"
"Feminino","2003"
"Feminino","2003"
"Feminino","2003"
"Masculino","2003"
"Masculino","2003"
"Masculino","2003"
"Feminino","2003"
"Masculino","2003"
"Masculino","2003"
"Masculino","2003"
"Masculino","2003"
"Feminino","2003"
"Feminino","2003"
"Feminino","2003"
"Feminino","2003"
"Masculino","2003"
"Feminino","2003"
"Masculino","2003"
"Feminino","2003"
"Masculino","2003"
"Feminino","2003"
"Feminino","2003"
"Masculino","2003"
"Feminino","2003"
"Feminino","2003"
"Masculino","2003"
"Masculino","2003"
"Masculino","2003"
"Masculino","2003"
"Feminino","2003"
"Feminino","2003"
"Masculino","2003"
"Feminino","2003"
"Masculino","2003"
"Masculino","2003"
"Feminino","2003"
"Feminino","2003"
"Masculino","2003"
"Masculino","2003"
"Feminino","2003"
"Feminino","2003"
"Feminino","2003"
"Feminino","2003"
"Masculino","2003"
"Masculino","2003"
"Feminino","2003"
"Feminino","2003"
"Feminino","2003"
"Masculino","2003"
"Feminino","2003"
"Feminino","2003"
"Feminino","2003"
"Feminino","2003"
"Masculino","2003"
"Feminino","2003"
"Feminino","2003"
"Feminino","2003"
"Masculino","2003"
"Feminino","2003"
"Masculino","2003"
"Feminino","2003"
"Masculino","2003"
"Masculino","2003"
"Feminino","2003"
"Masculino","2003"
"Masculino","2003"
"Feminino","2003"
"Masculino","2003"
"Masculino","2003"
"Masculino","2003"
"Feminino","2003"
"Masculino","2003"
"Masculino","2003"
"Masculino","2003"
"Feminino","2003"
"Feminino","2003"
"Masculino","2003"
"Masculino","2003"
"Masculino","2003"
"Feminino","2003"
"Feminino","2003"
"Masculino","2003"
"Masculino","2003"
"Feminino","2003"
"Masculino","2003"
"Masculino","2003"
"Feminino","2003"
"Masculino","2003"
"Masculino","2003"
"Masculino","2003"
"Masculino","2003"
"Masculino","2003"
"Masculino","2003"
"Masculino","2003"
"Feminino","2003"
"Masculino","2003"
"Feminino","2003"
"Feminino","2003"
"Masculino","2003"
"Masculino","2003"
"Masculino","2003"
"Masculino","2003"
"Masculino","2003"
"Feminino","2003"
"Feminino","2003"
"Feminino","2003"
"Masculino","2003"
"Masculino","2003"
"Masculino","2003"
"Feminino","2003"
"Feminino","2003"
"Masculino","2003"
"Masculino","2003"
"Feminino","2003"
"Masculino","2003"
"Feminino","2003"
"Masculino","2003"
"Masculino","2003"
"Feminino","2003"
"Feminino","2003"
"Feminino","2003"
"Feminino","2003"
"Masculino","2003"
"Feminino","2003"
"Feminino","2003"
"Masculino","2003"
"Masculino","2003"
"Masculino","2003"
"Feminino","2003"
"Masculino","2003"
"Masculino","2003"
"Masculino","2003"
"Masculino","2003"
"Masculino","2003"
"Masculino","2003"
"Masculino","2003"
"Masculino","2003"
"Feminino","2003"
"Masculino","2003"
"Feminino","2003"
"Masculino","2003"
"Feminino","2003"
"Feminino","2003"
"Feminino","2003"
"Masculino","2003"
"Masculino","2003"
"Masculino","2003"
"Feminino","2003"
"Feminino","2003"
"Masculino","2003"
"Masculino","2003"
"Masculino","2003"
"Masculino","2003"
"Masculino","2003"
"Feminino","2003"
"Feminino","2003"
"Masculino","2003"
"Feminino","2003"
"Feminino","2003"
"Feminino","2003"
"Masculino","2003"
"Masculino","2003"
"Masculino","2003"
"Masculino","2003"
"Masculino","2003"
"Feminino","2003"
"Feminino","2003"
"Masculino","2003"
"Feminino","2003"
"Feminino","2003"
"Masculino","2003"
"Masculino","2003"
"Masculino","2003"
"Masculino","2003"
"Masculino","2003"
"Feminino","2003"
"Feminino","2003"
"Masculino","2003"
"Masculino","2003"
"Masculino","2004"
"Masculino","2004"
"Masculino","2004"
"Masculino","2004"
"Masculino","2004"
"Masculino","2004"
"Masculino","2004"
"Masculino","2004"
"Masculino","2004"
"Masculino","2004"
"Masculino","2004"
"Feminino","2004"
"Feminino","2004"
"Feminino","2004"
"Masculino","2004"
"Masculino","2004"
"Feminino","2004"
"Masculino","2004"
"Masculino","2004"
"Feminino","2004"
"Feminino","2004"
"Feminino","2004"
"Masculino","2004"
"Masculino","2004"
"Masculino","2004"
"Feminino","2004"
"Feminino","2004"
"Feminino","2004"
"Feminino","2004"
"Masculino","2004"
"Masculino","2004"
"Masculino","2004"
"Masculino","2004"
"Masculino","2004"
"Feminino","2004"
"Masculino","2004"
"Feminino","2004"
"Masculino","2004"
"Feminino","2004"
"Feminino","2004"
"Masculino","2004"
"Feminino","2004"
"Feminino","2004"
"Feminino","2004"
"Feminino","2004"
"Masculino","2004"
"Feminino","2004"
"Feminino","2004"
"Feminino","2004"
"Masculino","2004"
"Feminino","2004"
"Feminino","2004"
"Feminino","2004"
"Feminino","2004"
"Masculino","2004"
"Feminino","2004"
"Feminino","2004"
"Masculino","2004"
"Masculino","2004"
"Feminino","2004"
"Masculino","2004"
"Feminino","2004"
"Masculino","2004"
"Feminino","2004"
"Masculino","2004"
"Masculino","2004"
"Masculino","2004"
"Feminino","2004"
"Masculino","2004"
"Masculino","2004"
"Masculino","2004"
"Masculino","2004"
"Masculino","2004"
"Feminino","2004"
"Masculino","2004"
"Feminino","2004"
"Masculino","2004"
"Masculino","2004"
"Feminino","2004"
"Feminino","2004"
"Feminino","2004"
"Masculino","2004"
"Masculino","2004"
"Feminino","2004"
"Masculino","2004"
"Feminino","2004"
"Feminino","2004"
"Feminino","2004"
"Feminino","2004"
"Feminino","2004"
"Feminino","2004"
"Masculino","2004"
"Masculino","2004"
"Masculino","2004"
"Feminino","2004"
"Feminino","2004"
"Masculino","2004"
"Feminino","2004"
"Feminino","2004"
"Feminino","2004"
"Feminino","2004"
"Masculino","2004"
"Masculino","2004"
"Feminino","2004"
"Feminino","2004"
"Masculino","2004"
"Masculino","2004"
"Feminino","2004"
"Masculino","2004"
"Masculino","2004"
"Masculino","2004"
"Feminino","2004"
"Masculino","2004"
"Masculino","2004"
"Masculino","2004"
"Masculino","2004"
"Masculino","2004"
"Feminino","2004"
"Feminino","2004"
"Feminino","2004"
"Feminino","2004"
"Masculino","2004"
"Masculino","2004"
"Masculino","2004"
"Masculino","2004"
"Masculino","2004"
"Feminino","2004"
"Feminino","2004"
"Masculino","2004"
"Masculino","2004"
"Masculino","2004"
"Masculino","2004"
"Masculino","2004"
"Feminino","2004"
"Feminino","2004"
"Masculino","2004"
"Masculino","2004"
"Masculino","2004"
"Feminino","2004"
"Feminino","2004"
"Masculino","2004"
"Masculino","2004"
"Masculino","2004"
"Masculino","2004"
"Masculino","2004"
"Masculino","2004"
"Feminino","2004"
"Masculino","2004"
"Masculino","2004"
"Masculino","2004"
"Masculino","2004"
"Masculino","2004"
"Feminino","2004"
"Masculino","2004"
"Masculino","2004"
"Feminino","2004"
"Masculino","2004"
"Masculino","2004"
"Feminino","2004"
"Masculino","2004"
"Masculino","2004"
"Masculino","2004"
"Masculino","2004"
"Feminino","2004"
"Feminino","2004"
"Masculino","2004"
"Masculino","2004"
"Masculino","2004"
"Feminino","2004"
"Masculino","2004"
"Feminino","2004"
"Masculino","2004"
"Feminino","2004"
"Masculino","2004"
"Masculino","2004"
"Feminino","2004"
"Feminino","2004"
"Feminino","2004"
"Masculino","2004"
"Masculino","2004"
"Masculino","2004"
"Masculino","2004"
"Masculino","2004"
"Masculino","2004"
"Masculino","2004"
"Masculino","2004"
"Feminino","2004"
"Masculino","2004"
"Masculino","2004"
"Masculino","2004"
"Masculino","2004"
"Feminino","2004"
"Masculino","2004"
"Masculino","2004"
"Masculino","2004"
"Feminino","2004"
"Masculino","2004"
"Masculino","2004"
"Feminino","2004"
"Feminino","2004"
"Feminino","2004"
"Masculino","2004"
"Feminino","2004"
"Masculino","2004"
"Masculino","2004"
"Masculino","2004"
"Masculino","2004"
"Feminino","2004"
"Masculino","2004"
"Masculino","2004"
"Masculino","2004"
"Feminino","2004"
"Feminino","2004"
"Masculino","2004"
"Feminino","2004"
"Masculino","2004"
"Masculino","2004"
"Feminino","2004"
"Masculino","2004"
"Feminino","2004"
"Feminino","2004"
"Masculino","2004"
"Masculino","2004"
"Masculino","2004"
"Masculino","2004"
"Feminino","2004"
"Feminino","2004"
"Masculino","2004"
"Masculino","2004"
"Masculino","2004"
"Feminino","2004"
"Masculino","2004"
"Masculino","2004"
"Masculino","2004"
"Masculino","2004"
"Feminino","2004"
"Feminino","2004"
"Masculino","2004"
"Masculino","2004"
"Feminino","2004"
"Masculino","2005"
"Masculino","2005"
"Masculino","2005"
"Masculino","2005"
"Masculino","2005"
"Masculino","2005"
"Feminino","2005"
"Masculino","2005"
"Feminino","2005"
"Feminino","2005"
"Feminino","2005"
"Masculino","2005"
"Feminino","2005"
"Feminino","2005"
"Feminino","2005"
"Masculino","2005"
"Masculino","2005"
"Masculino","2005"
"Feminino","2005"
"Feminino","2005"
"Masculino","2005"
"Masculino","2005"
"Masculino","2005"
"Masculino","2005"
"Masculino","2005"
"Masculino","2005"
"Masculino","2005"
"Masculino","2005"
"Feminino","2005"
"Feminino","2005"
"Masculino","2005"
"Feminino","2005"
"Feminino","2005"
"Masculino","2005"
"Masculino","2005"
"Masculino","2005"
"Masculino","2005"
"Masculino","2005"
"Feminino","2005"
"Feminino","2005"
"Feminino","2005"
"Masculino","2005"
"Masculino","2005"
"Masculino","2005"
"Masculino","2005"
"Masculino","2005"
"Feminino","2005"
"Feminino","2005"
"Masculino","2005"
"Feminino","2005"
"Masculino","2005"
"Feminino","2005"
"Feminino","2005"
"Masculino","2005"
"Masculino","2005"
"Masculino","2005"
"Feminino","2005"
"Feminino","2005"
"Feminino","2005"
"Feminino","2005"
"Feminino","2005"
"Feminino","2005"
"Feminino","2005"
"Masculino","2005"
"Masculino","2005"
"Masculino","2005"
"Feminino","2005"
"Masculino","2005"
"Feminino","2005"
"Masculino","2005"
"Masculino","2005"
"Feminino","2005"
"Masculino","2005"
"Masculino","2005"
"Masculino","2005"
"Feminino","2005"
"Masculino","2005"
"Feminino","2005"
"Masculino","2005"
"Masculino","2005"
"Feminino","2005"
"Masculino","2005"
"Masculino","2005"
"Feminino","2005"
"Feminino","2005"
"Feminino","2005"
"Masculino","2005"
"Masculino","2005"
"Feminino","2005"
"Feminino","2005"
"Masculino","2005"
"Masculino","2005"
"Masculino","2005"
"Masculino","2005"
"Masculino","2005"
"Masculino","2005"
"Masculino","2005"
"Masculino","2005"
"Feminino","2005"
"Masculino","2005"
"Feminino","2005"
"Feminino","2005"
"Masculino","2005"
"Feminino","2005"
"Feminino","2005"
"Masculino","2005"
"Masculino","2005"
"Masculino","2005"
"Masculino","2005"
"Masculino","2005"
"Feminino","2005"
"Masculino","2005"
"Feminino","2005"
"Masculino","2005"
"Feminino","2005"
"Masculino","2005"
"Feminino","2005"
"Feminino","2005"
"Feminino","2005"
"Masculino","2005"
"Feminino","2005"
"Masculino","2005"
"Feminino","2005"
"Masculino","2005"
"Feminino","2005"
"Feminino","2005"
"Masculino","2005"
"Masculino","2005"
"Masculino","2005"
"Masculino","2005"
"Masculino","2005"
"Feminino","2005"
"Feminino","2005"
"Masculino","2005"
"Feminino","2005"
"Feminino","2005"
"Masculino","2005"
"Masculino","2005"
"Masculino","2005"
"Masculino","2005"
"Feminino","2005"
"Feminino","2005"
"Feminino","2005"
"Masculino","2005"
"Masculino","2005"
"Masculino","2005"
"Masculino","2005"
"Masculino","2005"
"Feminino","2005"
"Feminino","2005"
"Masculino","2005"
"Feminino","2005"
"Feminino","2005"
"Feminino","2005"
"Feminino","2005"
"Masculino","2005"
"Feminino","2005"
"Masculino","2005"
"Feminino","2005"
"Masculino","2005"
"Masculino","2005"
"Masculino","2005"
"Masculino","2005"
"Masculino","2005"
"Feminino","2005"
"Feminino","2005"
"Feminino","2005"
"Masculino","2005"
"Masculino","2005"
"Masculino","2005"
"Masculino","2005"
"Masculino","2005"
"Masculino","2005"
"Feminino","2005"
"Masculino","2005"
"Feminino","2005"
"Masculino","2005"
"Masculino","2005"
"Feminino","2005"
"Feminino","2005"
"Feminino","2005"
"Masculino","2005"
"Masculino","2005"
"Masculino","2005"
"Feminino","2005"
"Masculino","2005"
"Feminino","2005"
"Masculino","2005"
"Feminino","2005"
"Feminino","2005"
"Masculino","2005"
"Feminino","2005"
"Masculino","2005"
"Masculino","2005"
"Masculino","2005"
"Masculino","2005"
"Masculino","2005"
"Masculino","2005"
"Masculino","2005"
"Masculino","2005"
"Feminino","2005"
"Feminino","2005"
"Masculino","2005"
"Masculino","2005"
"Masculino","2005"
"Masculino","2005"
"Masculino","2005"
"Masculino","2005"
"Masculino","2005"
"Feminino","2005"
"Masculino","2005"
"Masculino","2005"
"Feminino","2005"
"Masculino","2005"
"Masculino","2005"
"Feminino","2005"
"Masculino","2005"
"Feminino","2005"
"Feminino","2005"
"Masculino","2005"
"Masculino","2005"
"Feminino","2005"
"Feminino","2005"
"Masculino","2005"
"Masculino","2005"
"Feminino","2005"
"Feminino","2005"
"Masculino","2005"
"Feminino","2005"
"Masculino","2005"
"Feminino","2005"
"Feminino","2005"
"Masculino","2005"
"Feminino","2005"
"Feminino","2005"
"Masculino","2005"
"Feminino","2005"
"Masculino","2005"
"Feminino","2005"
"Feminino","2005"
"Masculino","2005"
